Rk,Player,Nation,Pos,Squad,Age,Born,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Minutes_90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,2024-01-03 00:00:00,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Live,Dead,TB,Sw,TI,CK,In,Out,Str,Blocks,SCA,SCA90,PassLive,PassDead,TO,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,GA,PKA,PSxG,PSxG/SoT,PSxG+/-,/90,Att (GK),Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
329,Pape Matar Sarr,sn SEN,MF,Tottenham,20,2002,0.13,1.57,0.57,36.1,1.57,0.57,0.08,0.23,17.6,0,0,0,0.15,0.15,0.1,-0.02,-0.02,23.0,51.3,58.7,87.4,744.3,181.6,28.8,31.2,92.2,17.5,19.7,88.7,2.26,3.35,67.5,0.13,0.1,0.09,0.03,0.87,4.7,1,0.17,6.52,0.39,0,0,1.39,0.74,0,1.09,1.35,1.04,0,0,0,6.26,1.04,1.17,47.1,57.8,0.78,0.26,0.13,0.39,0.04,0,0,0,1.17,2.26,2.26,1.87,0,0,0.17,0.3,0.3,0.26,0,0,0.04,0,0,1.48,0.48,0.74,0.26,0.65,41.7,0.7,2.83,1.22,0.04,68.8,2.78,1.91,0.83,50,0.74,44.7,45.3,1.87,0.13,1.61,0.65,52,3.91,,,,,,,,,,,,,,,,,,
330,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26,1997,0.63,1.73,0.98,56.8,1.74,0.99,0.32,0.56,12.7,0,0.08,0.08,0.43,0.37,0.21,0.2,0.18,25.4,12.2,17,71.4,159.2,30.9,7.68,9.65,79.6,2.95,4.41,67,0.51,0.55,92.9,0.2,0.12,0.05,0.07,1.26,0.43,0.55,0.16,0.98,0.12,0,0,1.38,0.87,0.94,0.79,0.16,0.59,0.08,0,0,3.19,1.97,2.68,42.4,16.6,0.47,0.04,0.12,0,0,0,0,0,0.55,2.56,2.56,1.89,0,0.2,0.08,0.47,0.47,0.31,0,0.04,0.04,0.08,0,0.87,0.16,0.43,0.28,0.24,60,0.35,1.02,0.55,0,28.5,0.75,4.02,0.98,38.5,1.42,55.4,16.8,1.14,0.55,3.5,3.07,21.2,5.31,,,,,,,,,,,,,,,,,,
331,Joël Matip,cm CMR,DF,Liverpool,31,1991,0,0.57,0,0,0.58,0,0,,10.6,0,0,0,0.06,0.06,0.1,-0.06,-0.06,8.7,56.8,64.8,87.6,998.5,352.4,22.8,24.8,91.7,29.5,33,89.5,3.79,5.4,70.2,0,0.01,0.01,-0.01,0.23,3.1,0.23,0,3.91,0.23,0,0,0.8,0.34,0.11,0,1.03,0.69,0,0,0.11,6.67,3.22,1.15,73.7,64.3,0.46,0,0,0,0,0,0,0,0.46,0.92,0.92,0.92,0,0,0,0.11,0.12,0.11,0,0,0,0,0,1.38,0.8,0.46,0.11,0.92,66.7,0.46,2.41,4.94,0,76.4,10.3,1.38,0,0,0.23,100,48.4,0.92,0,0.34,0.46,51.8,0.11,,,,,,,,,,,,,,,,,,
332,Alex Matos,eng ENG,MF,Chelsea,18,2004,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,
333,Remi Matthews,eng ENG,GK,Crystal Palace,29,1994,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.0,0,5,0,0,0,0,0,,0,0,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,6,5,0,0,,0,,2,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
334,Neal Maupay,fr FRA,FW,Brentford,26,1996,0.41,2.52,0.95,37.8,2.52,0.95,0.16,0.43,15.3,0.07,0,0,0.39,0.39,0.16,0.02,0.02,14.7,19.2,26.7,71.9,272.2,62.1,11.7,14.1,82.7,4.49,6.6,68,1.56,2.18,71.9,0.2,0.16,0.15,0.05,1.02,1.16,1.16,0.14,2.52,0.54,0,0,1.29,1.77,0.27,0.54,0.14,0.48,0,0,0,4.08,0.95,2.79,25.5,24.6,1.9,0.34,0.14,0.68,0.07,0,0,0,1.9,2.72,2.72,2.11,0,0.14,0.07,0.34,0.34,0.34,0,0,0,0,0,0.68,0.27,0.34,0.07,0.2,23.1,0.75,0.82,0.2,0,36.2,0.41,4.83,0.61,27.3,1.36,60.6,20.1,1.43,0.82,1.9,1.63,25.8,6.19,,,,,,,,,,,,,,,,,,
335,Neal Maupay,fr FRA,FW,Everton,26,1996,0,4.17,3.33,80,4.05,3.24,0,0,12.5,0,0,0,1.17,1.17,0.29,-1.17,-1.17,1.2,18.3,21.7,84.6,294.2,11.7,10,10.8,92.3,6.67,7.5,88.9,0.83,0.83,100,0,0.08,0,-0.08,0.83,0,0,0,0,0,0,0,0.83,0,1.67,0,0,0,0,0,0,3.33,0,1.67,0,19.2,2.5,0,0.83,0,0,0,0,0,0.83,2.5,2.41,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0.83,0,33.3,0.83,6.67,0,,0,,16.7,0.83,0.83,5,2.5,23.3,5,,,,,,,,,,,,,,,,,,
336,Konstantinos Mavropanos,gr GRE,DF,West Ham,25,1997,0.06,0.72,0.12,16.7,0.72,0.12,0.08,0.5,9.3,0,0,0,0.07,0.07,0.1,-0.01,-0.01,16.7,28.9,38,75.9,576.3,234.2,9.28,10.7,86.6,15.9,18.1,87.8,3.17,7.84,40.5,0,0.01,0.01,-0.01,0.18,1.74,0.06,0,2.28,0.12,0,0,0.9,0.6,0,0.06,1.38,0.96,0,0,0.12,4.19,2.63,1.38,65.7,35.7,2.16,0.06,0.66,0.3,0,0,0,0,0.42,0.6,0.6,0.42,0,0,0.12,0,0,0,0,0,0,0,0,1.68,1.02,0.54,0.12,1.02,81,0.48,3.05,4.73,0.18,49.2,7.01,1.14,0.12,33.3,0.12,33.3,23.5,0.6,0.06,0.42,0,25.1,0.12,,,,,,,,,,,,,,,,,,
337,Bryan Mbeumo,cm CMR,FW,Brentford,23,1999,0.41,2.29,0.73,32,2.3,0.73,0.12,0.38,17.1,0.18,0.14,0.14,0.45,0.34,0.15,-0.04,-0.06,21.8,23.4,35.1,66.8,360.2,111.2,13.7,17.1,80.2,6.61,10.1,65.5,2.2,4.17,52.7,0.28,0.21,0.26,0.06,1.47,1.47,1.65,0.18,4.04,0.09,0,0,1.01,1.93,0.14,4.22,0.32,0.46,0,0,0,4.27,1.06,2.02,34.3,30.6,4.08,0.69,0.18,0.69,2.16,0.96,0.46,0.14,1.33,3.76,3.77,2.06,1.06,0.09,0,0.46,0.46,0.41,0.05,0,0,0,0,0.69,0.28,0.28,0.14,0.23,26.3,1.1,1.01,0.6,0,47.9,1.19,5.09,1.19,33.3,1.93,53.8,30.6,3.39,1.74,3.07,1.79,33.3,8.94,,,,,,,,,,,,,,,,,,
338,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,20,2002,0.15,1.24,0.4,32,1.23,0.4,0.08,0.25,18.6,0.1,0.05,0.05,0.15,0.11,0.09,0,-0.01,20.2,17.9,26.2,68.3,263.4,72.1,10.3,13,79.5,5.59,8.32,67.3,1.24,2.77,44.6,0.15,0.14,0.1,0,1.39,1.49,1.24,0.15,2.52,0.1,0,0,0.74,1.44,0.05,1.78,0.54,1.04,0,0,0,4.75,0.5,1.53,24.4,24,2.08,0.3,0.05,0.05,0.35,0.25,0,0,0.84,2.97,2.97,2.23,0.2,0.25,0,0.15,0.15,0.15,0,0,0,0,0,1.58,0.45,0.64,0.5,0.64,39.4,0.99,2.13,0.89,0,38.8,1.14,3.37,1.63,35.9,2.57,56.5,22.3,2.72,0.89,2.43,1.98,23.5,5.45,,,,,,,,,,,,,,,,,,
339,James Mcatee,eng ENG,MF,Manchester City,20,2002,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340,Oliver McBurnie,sct SCO,FW,Sheffield Utd,27,1996,0.42,2.18,1.06,48.4,2.18,1.05,0.13,0.27,11.9,0,0.14,0.14,0.49,0.37,0.17,-0.06,-0.09,14.2,17,28.7,59.3,205.4,52.5,11.5,18,63.7,4.01,6.83,58.8,0.28,0.49,57.1,0.21,0.14,0.14,0.07,0.85,1.9,0.35,0.07,2.11,0.49,0.14,0.14,1.34,1.9,0.28,0.35,0.35,0.49,0.07,0,0,2.89,7.75,7.96,49.3,28.2,0.21,0.07,0.07,0,0,0,0,0,0.99,2.04,2.04,1.69,0,0,0,0.49,0.49,0.42,0,0,0,0.07,0,1.2,0.28,0.49,0.42,0.35,41.7,1.13,1.55,1.97,0,41.1,2.18,5.21,0.42,35.3,0.7,58.8,17.3,0.42,0.28,1.76,1.27,29.6,4.23,,,,,,,,,,,,,,,,,,
341,James McConnell,eng ENG,MF,Liverpool,18,2004,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.0,5,6,83.3,93,29,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,10,0,0,0,0,0,0,5,0,0,1,0,6,0,,,,,,,,,,,,,,,,,,
342,John McGinn,sct SCO,"MF,FW",Aston Villa,28,1994,0.18,1.2,0.42,35,1.2,0.42,0.15,0.43,19.5,0.09,0,0,0.15,0.15,0.12,0.03,0.03,33.3,29.2,36.7,79.5,539.1,175.5,13,14.7,88.8,11.9,13.9,85.7,3.9,6.52,59.9,0.12,0.14,0.15,-0.02,1.32,3.72,1.56,0.42,5.68,0.27,0.03,0,1.17,2.07,0.06,2.22,0.63,1.05,0,0,0,4.83,0.27,0.57,32.1,34.1,2.46,0.45,0.24,0.09,1.11,0.84,0,0,0.75,3.18,3.18,2.64,0.27,0.18,0,0.42,0.42,0.33,0.03,0.06,0,0,0,1.77,0.54,1.02,0.21,0.96,41.6,0.87,2.4,0.63,0,46.4,1.32,1.74,1.62,56.3,0.81,28.1,29.8,1.77,0.3,1.65,1.83,32.9,2.52,,,,,,,,,,,,,,,,,,
343,Scott McKenna,sct SCO,DF,Nott'ham Forest,26,1996,0,0.43,0,0,0.43,0,0,,10.8,0,0,0,0.04,0.04,0.1,-0.04,-0.04,4.6,29.8,40.4,73.7,602,278.3,8.26,10.4,79.2,17.8,23.7,75.2,3.7,6.09,60.7,0,0.04,0.04,-0.04,0.65,2.17,0.65,0,2.17,0,0,0,0.65,0.43,0,0,1.09,0,0,0,0,5.43,4.35,0.65,87,36.5,3.91,0,0,3.7,0,0,0,0,0.43,0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0.87,0.65,0.22,0,0.43,66.7,0.43,1.96,5.87,0,53,9.35,1.09,0,,0,,22.2,0.22,0,0.65,0,23.3,0,,,,,,,,,,,,,,,,,,
344,Dwight McNeil,eng ENG,"MF,FW",Everton,23,1999,0.09,1.78,0.44,24.6,1.77,0.44,0.05,0.21,21,0,0,0,0.11,0.11,0.06,-0.01,-0.01,32.1,27.2,39.4,69,465.9,156.9,14.5,16.6,87.1,8.19,11.6,70.9,3.61,7.85,46,0.19,0.27,0.26,-0.09,2.15,2.24,1.68,0.62,3.55,0.06,0,0,0.56,1.03,0.12,7.13,0.69,0.84,0,0,0,5.51,0.5,0.62,44.4,34.2,4.92,0.44,0.16,0.81,2.55,1.84,0.44,0.06,1.93,4.05,4.05,2.4,1.03,0.16,0.09,0.28,0.28,0.09,0.12,0,0.03,0.03,0,1.37,0.5,0.44,0.44,0.75,43.6,1.15,2.06,1.15,0,50.5,1.59,2.24,0.93,45.5,0.97,47,28.2,2.49,0.44,2.09,1.87,32.1,4.58,,,,,,,,,,,,,,,,,,
345,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,26,1996,0.33,2.09,0.9,43.2,2.08,0.9,0.16,0.37,14.6,0,0,0,0.27,0.27,0.14,0.06,0.06,21.1,25,31,80.6,373.3,95.4,14.5,16.9,86.2,8.25,9.76,84.5,1.42,1.94,73.2,0.05,0.04,0.02,0.01,0.52,2.99,0.43,0,3.03,0.09,0,0,1.37,1,0.28,0.19,0.66,1.18,0,0.05,0,4.31,1.71,2.04,45.6,30.3,0.62,0.09,0.14,0.24,0,0,0,0,0.9,1.23,1.23,0.85,0,0.05,0.09,0.09,0.09,0.05,0,0,0,0,0.05,2.32,1.09,1.14,0.09,1.04,66.7,1.04,2.99,2.56,0,43.9,3.7,2.51,0.38,38.1,0.47,47.6,23,1.37,0.19,1.37,1.09,27.1,2.23,,,,,,,,,,,,,,,,,,
346,Ben Mee,eng ENG,DF,Brentford,33,1989,0.14,0.71,0.14,20,0.71,0.14,0.2,1,12.7,0,0,0,0.11,0.11,0.15,0.04,0.04,14.1,36.2,47.3,76.6,640.4,259.4,15.5,17.7,87.6,16.7,20.2,82.5,3.48,7.3,47.6,0,0.02,0.05,-0.02,0.43,3.19,0.28,0.14,3.48,0.07,0.07,0,0.5,0.21,0.07,0.35,0.92,1.06,0,0,0,4.75,2.48,2.27,52.2,42.1,5.11,0,0.21,3.97,0,0,0,0,0.43,0.99,0.99,0.78,0.07,0,0,0.07,0.07,0,0,0,0.07,0,0,1.84,0.85,0.85,0.14,1.21,77.3,0.57,2.77,4.47,0.07,58.8,7.73,1.77,0.21,50,0.21,50,27.5,0.78,0.07,0.64,0.5,31.7,0.64,,,,,,,,,,,,,,,,,,
347,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,20,2003,0.67,0.67,0.67,100,0.68,0.68,1,1,28.7,0,0,0,0,0,0.03,0.67,0.67,1.5,20.7,25.3,81.6,294.7,95.3,14,14,100,4.67,6,77.8,2,4,50,0,0.27,0.33,-0.27,1.33,4,0.67,0,4,0.67,0,0,3.33,4,0.67,0.67,0,2,0,0,0,6.67,1.33,2.67,33.3,24.7,0.67,1.33,0,0,0,0,0,0,1.33,4,4.06,3.33,0,0,0,0,0,0,0,0,0,0,0,2,0.67,1.33,0,0.67,33.3,0,2,0,0,39.3,1.33,2,1.33,40,0.67,20,23.3,1.33,0,4.67,2.67,22.7,6.67,,,,,,,,,,,,,,,,,,
348,Teden Mengi,eng ENG,DF,Luton Town,21,2002,0.04,0.4,0.15,36.4,0.4,0.15,0.09,0.25,17.6,0,0,0,0.02,0.02,0.05,0.01,0.01,27.4,26.6,34.2,77.6,521.4,201.6,9.34,10.8,86.5,13.8,15.7,87.7,2.99,6.46,46.3,0,0.01,0.02,-0.01,0.22,2.26,0.18,0,1.97,0.11,0,0,1.28,0.26,0.04,0.07,2.08,0.8,0,0.04,0,4.6,2.19,1.57,58.3,33.3,0.8,0.04,0.47,0.15,0,0,0,0,0.26,0.51,0.51,0.4,0,0.07,0,0,0,0,0,0,0,0,0,1.97,1.2,0.73,0.04,0.69,63.3,0.44,4.05,5.11,0.04,47,7.96,0.88,0.26,63.6,0.11,27.3,21.8,0.55,0.07,0.8,0.18,22.5,0.04,,,,,,,,,,,,,,,,,,
349,Chris Mepham,wls WAL,DF,Bournemouth,25,1997,0,0.14,0.14,100,0.15,0.15,0,0,8.8,0,0,0,0.01,0.01,0.09,-0.01,-0.01,6.9,42.9,52,82.5,864.5,289,13.9,16.7,83.5,23.6,26.7,88.6,5.07,7.97,63.6,0.14,0.06,0.07,0.09,0.43,4.93,0.58,0,3.62,0.29,0,0,2.17,0.29,0,0.14,1.01,1.59,0,0,0,4.49,4.2,2.9,59.2,50.7,1.16,0,0.14,0.43,0,0,0,0,0.14,1.59,1.6,1.16,0.14,0,0.29,0.29,0.29,0.29,0,0,0,0,0,1.74,1.3,0.43,0,1.3,64.3,1.01,2.75,4.35,0.14,62.9,6.96,0.87,0,,0,,34.1,0.58,0,0.29,0.29,35.1,0.14,,,,,,,,,,,,,,,,,,
350,Lewis Miley,eng ENG,MF,Newcastle Utd,17,2006,0.07,0.97,0.22,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,0.09,0.09,0.1,-0.01,-0.01,13.4,32.9,39.9,82.4,491,120.5,19,22.1,86.1,10.7,12.3,86.7,1.79,2.99,60,0.22,0.13,0.1,0.1,0.9,1900-01-01 22:33:36,0.9,0.15,3.96,0.07,0,0,0.37,0.45,0.15,0.82,0.6,1.57,0,0,0,5.82,0.82,0.9,47.8,39.9,0,0.3,0.15,0,0,0,0,0,0.97,2.31,2.32,1.79,0,0.15,0.15,0.37,0.37,0.3,0,0,0,0,0.07,2.46,0.45,1.49,0.52,1.12,46.9,1.27,3.06,1.34,0.15,50.3,2.69,2.61,0.6,47.1,0.6,47.1,26.1,1.04,0.45,1.19,0.75,32.5,4.03,,,,,,,,,,,,,,,,,,
351,James Milner,eng ENG,"DF,MF",Brighton,37,1986,0,0.58,0.12,20,0.58,0.12,0,0,17.2,0,0,0,0.03,0.03,0.06,-0.03,-0.03,8.6,57.2,68,84.1,886.3,290.2,31.3,34.5,90.6,21,24.4,86.2,3.14,5.35,58.7,0.23,0.21,0.2,0.02,1.86,5.35,1.98,0.7,8.02,0.35,0,0,1.16,0.47,0.35,3.37,0.93,1.63,0,0.12,0,5.23,0.7,1.51,31.6,60,7.67,0.47,0.23,6.16,0.7,0.35,0,0,1.16,2.79,2.79,2.33,0.47,0,0,0.23,0.23,0,0.23,0,0,0,0,2.33,1.05,1.16,0.12,1.05,64.3,1.05,3.26,1.86,0,78.5,2.91,1.98,0.35,37.5,0.47,50,45.9,1.28,0.47,1.28,0.7,53.1,8.49,,,,,,,,,,,,,,,,,,
352,Tyrone Mings,eng ENG,DF,Aston Villa,30,1993,0,3.33,0,0,3,0,0,,18.4,0,0,0,0,0,0.01,0,0,0.3,16.7,16.7,100,396.7,286.7,0,0,,6.67,6.67,100,6.67,6.67,100,0,0,0.67,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,6.67,3.33,0,100,16.7,0,3.33,0,0,0,0,0,0,0,6.67,6,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.33,3.33,0,26.7,10,3.33,0,,0,,13.3,0,0,3.33,0,13.3,0,,,,,,,,,,,,,,,,,,
353,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,23,1999,0.06,0.34,0.11,33.3,0.34,0.11,0.17,0.5,12.4,0,0,0,0.04,0.04,0.13,0.01,0.01,35.6,33.1,45.7,72.3,522.1,222.7,17,20.2,84.3,13.7,18.4,74.3,1.77,3.99,44.4,0.08,0.08,0.07,0.01,0.67,2.08,0.81,0.34,2.64,0.17,0,0,0.62,0.45,0.03,1.94,0.73,1.69,0,0,0,5.84,0.59,0.73,44.7,35.4,10.1,0.03,0.06,9.75,0,0,0,0,1.97,1.32,1.32,1.12,0.06,0.03,0.03,0.11,0.11,0.11,0,0,0,0,0,2.95,2.11,0.59,0.25,1.21,71.7,1.49,3.68,2.92,0,57.2,3.31,1.52,0.51,48.6,0.48,45.9,23,0.9,0.25,1.29,0.79,27.5,4.47,,,,,,,,,,,,,,,,,,
354,Kaoru Mitoma,jp JPN,FW,Brighton,26,1997,0.18,2.06,0.91,44.1,2.06,0.91,0.09,0.2,13.2,0,0,0,0.21,0.21,0.1,-0.03,-0.03,16.5,30.8,39.4,78.3,376.4,90.1,21.6,25,86.4,6.67,9.27,71.9,0.55,1.45,37.5,0.24,0.16,0.22,0.08,1.52,1.39,2.06,0.3,3.88,0.24,0,0,0.85,1.39,0.42,2.67,0.3,0.36,0,0,0,4.12,0.67,0.67,50,38.7,0.55,0.18,0,0.42,0.06,0,0,0,1.09,3.76,3.76,2.85,0,0.61,0,0.61,0.61,0.36,0,0.18,0.06,0,0,0.79,0.18,0.42,0.18,0.3,26.3,0.85,1.09,0.73,0,51.6,1.03,8.24,2.36,41.5,2.67,46.8,37.3,7.33,3.76,2.3,0.91,41,14.5,,,,,,,,,,,,,,,,,,
355,Aleksandar Mitrović,rs SRB,FW,Fulham,28,1994,0,5,2.5,50,5.45,2.73,0,0,11,0,0,0,0.5,0.5,0.08,-0.5,-0.5,0.4,10,20,50,195,60,2.5,7.5,33.3,5,10,50,2.5,2.5,100,0,0,0,0,0,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,2.5,66.7,20,0,0,0,0,0,0,0,0,0,5,5.45,2.5,0,2.5,0,2.5,2.73,2.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,30,0,10,7.5,100,0,0,12.5,0,0,0,0,20,0,,,,,,,,,,,,,,,,,,
356,Jakub Moder,pl POL,"MF,DF",Brighton,24,1999,0,1.59,0.43,27.3,1.6,0.44,0,0,17.8,0.14,0,0,0.09,0.09,0.05,-0.09,-0.09,6.9,35.2,44.1,79.9,472.9,131.6,21.7,23.9,90.9,10.9,13.6,79.8,0.72,2.03,35.7,0,0.12,0.12,-0.12,0.58,2.17,0.43,0,3.33,0.29,0,0,1.16,0.72,0.29,0.87,0.29,1.45,0,0,0,5.8,0.43,0.72,37.5,42.3,1.3,0.14,0,0.87,0,0,0,0,1.59,1.88,1.89,1.59,0,0.14,0,0.14,0.15,0.14,0,0,0,0,0,2.75,1.3,0.72,0.72,1.3,50,0.87,3.04,1.74,0,56.2,3.33,2.03,0.87,50,0.72,41.7,31.6,1.45,0.29,1.59,0.87,37.5,3.77,,,,,,,,,,,,,,,,,,
357,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,26,1997,0,0.34,0,0,0.34,0,0,,18.4,0,0,0,0.01,0.01,0.04,-0.01,-0.01,8.9,32.8,43.4,75.6,516.9,223.1,17.4,19.3,90.1,12.6,17.3,72.7,1.8,4.27,42.1,0.22,0.16,0.1,0.07,1.01,2.47,1.01,0.11,3.15,0.56,0,0,0.67,0.11,0.22,1.8,1.01,2.13,0,0.11,0,4.72,1.35,0.9,60,36.9,6.4,0.11,0,5.73,0,0,0,0,1.01,1.69,1.69,1.57,0,0,0,0.22,0.22,0.22,0,0,0,0,0,2.47,1.35,0.9,0.22,1.8,55.2,0.56,3.48,3.48,0.11,53.1,5.28,1.46,0.11,100,0,0,23.6,1.12,0.11,0.79,0.34,26.9,3.6,,,,,,,,,,,,,,,,,,
358,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,30,1992,0.83,5,1.67,33.3,5,1.67,0.17,0.5,12.5,0,0,0,1.25,1.25,0.25,-0.42,-0.42,1.2,23.3,35,66.7,226.7,75.8,18.3,24.2,75.9,3.33,6.67,50,0,0,,0,0.17,0.25,-0.17,1.67,1.67,1.67,0,3.33,0,0,0,4.17,1.67,0,1.67,0,0,0,0,0,3.33,5,5,50,34.2,0.83,0,0,0,0,0,0,0,2.5,4.17,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,44.2,0,10,0.83,33.3,0.83,33.3,24.2,1.67,0,2.5,0.83,39.2,12.5,,,,,,,,,,,,,,,,,,
359,Mikey Moore,eng ENG,MF,Tottenham,15,2007,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.0,4,5,80,51,11,3,4,75,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,8,1,0,0,0,1,100,4,2,0,1,0,5,2,,,,,,,,,,,,,,,,,,
360,Álex Moreno,es ESP,DF,Aston Villa,30,1993,0.17,0.7,0.35,50,0.7,0.35,0.25,0.5,12.3,0,0,0,0.1,0.1,0.14,0.08,0.08,11.5,37.2,47.1,79,562.3,139.3,20.4,23,89,14.9,18.3,81.4,1.48,2.61,56.7,0,0.1,0.09,-0.1,0.96,0.87,1.13,0.17,2.09,0.17,0,0,0.96,1.39,0.17,3.22,1.13,1.04,0,0,0.09,3.48,0.35,0.87,28.6,37.8,9.22,0,0,8.43,0,0,0,0,2.87,1.91,1.92,1.65,0,0.17,0,0.09,0.09,0.09,0,0,0,0,0,1.57,1.57,0,0,1.04,63.2,0.78,2.7,3.22,0,60,3.48,2.52,1.3,42.9,1.48,48.6,31.7,2.78,0.87,1.22,0.52,33.3,7.22,,,,,,,,,,,,,,,,,,
361,Carlton Morris,eng ENG,"FW,MF",Luton Town,27,1995,0.35,2.08,0.82,39.4,2.08,0.82,0.09,0.23,13.5,0,0.16,0.16,0.36,0.24,0.11,-0.01,-0.05,31.8,15.2,23.6,64.4,201.4,37.7,9.75,13.1,74.7,4.15,6.57,63.2,0.57,1.07,52.9,0.13,0.09,0.05,0.04,0.69,0.85,0.35,0,1.76,0.13,0,0,1.54,1.35,0.28,0.47,0.03,0.25,0,0,0,2.23,4.18,5.31,44,22.6,0.6,0,0.06,0.09,0.03,0,0.03,0,1.04,2.23,2.23,1.54,0,0.16,0.03,0.25,0.25,0.13,0,0,0.09,0.03,0,0.47,0.13,0.19,0.16,0.28,60,0.6,0.5,1.67,0,33.7,1.98,4.28,0.97,56.4,0.63,36.4,17.2,1.16,0.57,1.7,1.67,25.1,3.77,,,,,,,,,,,,,,,,,,
362,Mason Mount,eng ENG,"MF,FW",Manchester Utd,24,1999,0.18,0.88,0.18,20,0.87,0.17,0.2,1,13.6,0,0,0,0.07,0.07,0.08,0.11,0.11,5.7,31.4,38.4,81.7,423.5,128.9,19.5,21.9,88.8,7.37,9.3,79.2,1.75,2.98,58.8,0,0.05,0.07,-0.05,1.05,2.98,1.05,0.35,3.68,0.35,0,0,1.75,1.58,0,2.46,1.05,2.46,0,0,0,6.49,1.05,1.58,40,36.3,2.11,0.18,0.18,0.35,1.4,0.53,0.7,0,0.7,3.16,3.15,1.93,0.35,0.35,0.35,0,0,0,0,0,0,0,0,3.86,1.05,1.75,1.05,1.05,37.5,0.88,4.91,0.53,0,50.7,1.93,2.98,0.7,33.3,1.05,50,26.7,1.58,0.35,1.93,1.05,31.6,5.96,,,,,,,,,,,,,,,,,,
